
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 July 2018]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All households","Owned: Owned outright","Owned: Owned with a mortgage or loan","Social rented: Rented from council (Local Authority)","Social rented: Other","Private rented: Private landlord or letting agency","Private rented: Other"
"NW5  2",4370,662,815,1331,338,1087,60
"NW5  3",1563,223,246,535,118,381,19
"NW5  4",3650,329,420,1877,375,525,31
"NW6  1",5113,1045,1196,370,232,2123,66
"NW6  2",3024,331,556,641,334,1074,40
"NW6  3",3509,685,742,252,209,1506,56
"NW6  4",3386,441,489,758,328,1233,35
"NW6  5",4747,252,422,2409,661,807,56
"NW6  6",3737,732,889,275,443,1277,63
"NW6  7",5821,826,1210,542,874,2164,74
"NW7  1",2391,585,691,158,359,468,45
"NW7  2",2778,850,1044,168,92,549,33
"NW7  3",2299,682,888,72,36,560,19
"NW7  4",2035,771,800,71,86,238,29
"NW8  0",3207,581,435,884,219,954,39
"NW8  6",1885,580,244,186,73,630,62
"NW8  7",2500,591,295,150,364,906,79
"NW8  8",4213,523,377,1788,500,857,41
"NW8  9",3358,807,514,224,131,1493,55
"NW9  0",3218,934,1030,163,308,659,24
"NW9  5",5941,585,1064,1400,1008,1486,82
"NW9  6",2575,726,733,141,165,713,45
"NW9  7",2588,539,620,673,92,599,23
"NW9  8",3276,965,1024,208,169,809,35
"NW9  9",3236,1028,913,111,288,778,34
"OL1  2",2971,662,867,504,533,293,48
"OL1  3",1675,163,191,657,414,178,26
"OL1  4",3794,637,1349,825,432,444,58
"OL10 1",1635,365,472,397,90,256,22
"OL10 2",3021,994,1249,238,125,332,31
"OL10 3",3532,704,923,610,800,375,45
"OL10 4",4026,1023,1428,566,395,493,60
"OL11 1",2110,572,558,166,269,455,40
"OL11 2",4627,922,1122,1714,224,514,49
"OL11 3",3562,1111,1153,385,233,538,53
"OL11 4",2926,911,735,582,256,321,23
"OL11 5",4826,1937,1885,329,85,489,54
"OL12 0",2135,471,721,366,83,412,30
"OL12 6",5108,1264,1472,1353,265,600,54
"OL12 7",4091,1316,1686,528,69,395,51
"OL12 8",3292,1003,1270,185,324,415,54
"OL12 9",4273,1067,1320,1021,321,403,60
"OL13 0",1735,548,569,88,166,319,21
"OL13 8",1870,545,747,80,130,311,35
"OL13 9",2911,809,1066,242,345,360,45
"OL14 5",2154,612,615,143,301,400,43
"OL14 6",1588,558,653,41,88,189,16
"OL14 7",1369,424,455,45,138,245,29
"OL14 8",1859,653,666,59,142,257,34
"OL15 0",1694,719,652,70,4,201,21
"OL15 8",2289,793,1022,73,43,308,33
"OL15 9",2217,744,847,233,23,308,31
"OL16 1",167,35,41,2,9,66,5
"OL16 2",3424,746,1162,590,318,500,38
"OL16 3",3553,1052,1527,320,69,466,47
"OL16 4",4799,1406,1804,723,141,622,38
"OL16 5",2434,443,618,398,516,382,34
"OL2  5",4485,1711,1648,392,317,287,54
"OL2  6",5425,1954,2301,195,424,423,71
"OL2  7",4654,1803,1597,381,354,374,44
"OL2  8",3733,1171,1457,254,307,450,44
"OL3  5",3101,1320,1204,96,113,284,39
"OL3  6",1318,622,403,25,67,148,19
"OL3  7",2063,802,792,93,84,244,23
"OL4  1",3470,1121,981,201,389,549,87
"OL4  2",4126,971,1627,575,448,396,46
"OL4  3",2629,861,1062,105,147,365,51
"OL4  4",3226,1351,1330,115,77,272,38
"OL4  5",3890,1060,1267,677,361,413,50
"OL5  0",2324,669,935,69,254,328,31
"OL5  9",2600,708,1059,103,262,396,44
"OL6  6",2302,667,785,58,157,556,54
"OL6  7",1414,114,126,82,781,266,22
"OL6  8",4154,1250,1331,365,756,351,43
"OL6  9",4501,1205,1489,279,668,733,59
"OL7  0",2492,411,534,74,860,523,43
"OL7  9",4613,1297,1625,316,818,426,46
"OL8  1",3173,867,808,263,537,562,55
"OL8  2",3825,641,989,506,1077,470,69
"OL8  3",4301,972,1190,277,1177,563,54
"OL8  4",2966,850,942,200,468,405,43
"OL9  0",3503,1202,1419,376,222,192,39
"OL9  6",2168,397,598,375,443,263,35
"OL9  7",2414,656,516,274,521,330,33
"OL9  8",3967,1145,1587,350,284,510,48
"OL9  9",3823,1326,1583,350,178,273,75
"OX1  1",1458,172,124,191,203,664,43
"OX1  2",469,96,61,23,15,194,57
"OX1  3",255,15,16,5,8,96,43
"OX1  4",2309,544,511,329,80,735,33
"OX1  5",2486,1099,867,27,145,250,42
"OX10 0",2429,826,735,60,430,271,26
"OX10 6",2416,832,644,12,139,246,496
"OX10 7",2098,744,660,88,367,163,34
"OX10 8",1288,462,447,37,177,123,19
"OX10 9",2231,838,844,30,214,211,37
"OX11 0",2209,941,863,41,170,137,26
"OX11 7",5176,1215,2463,62,423,799,107
"OX11 8",3637,1015,1327,139,652,395,30
"OX11 9",2398,859,883,34,227,306,33
"OX12 0",2515,879,1073,43,242,187,42
"OX12 7",2136,978,751,30,183,98,58
"OX12 8",2025,609,522,58,347,343,26
"OX12 9",3763,1261,1265,80,491,439,78
"OX13 5",1903,778,739,16,114,177,30
"OX13 6",3074,1098,913,80,383,235,313
"OX14 1",4160,1366,1675,104,426,459,58
"OX14 2",3140,1254,1232,37,194,262,25
"OX14 3",3576,1152,1293,150,277,561,45
"OX14 4",3141,1160,1133,90,337,339,33
"OX14 5",4406,1261,1285,205,868,618,37
"OX15 0",1107,506,371,7,73,114,9
"OX15 4",2683,1113,1023,25,177,231,37
"OX15 5",2227,984,755,38,162,181,41
"OX15 6",1366,584,504,13,61,129,26
"OX16 0",4227,785,1366,434,1110,417,44
"OX16 1",4147,803,1873,142,477,718,51
"OX16 2",1279,360,372,21,133,352,15
"OX16 3",2003,335,732,25,165,687,35
"OX16 4",1623,202,463,70,294,485,17
"OX16 5",1339,209,218,27,256,574,23
"OX16 9",4507,1985,1641,45,247,463,49
"OX17 1",1852,779,641,27,112,229,17
"OX17 2",2643,1043,1023,65,194,215,38
"OX17 3",2570,989,903,79,243,246,32
"OX18 1",2733,452,1315,27,215,467,160
"OX18 2",2309,840,851,61,263,216,31
"OX18 3",3527,929,1029,49,366,459,633
"OX18 4",1399,561,309,15,167,216,31
"OX2  0",1774,494,422,92,124,557,43
"OX2  6",3629,944,612,189,160,1345,160
"OX2  7",3788,1339,774,271,174,925,142
"OX2  8",2651,1009,730,258,76,490,37
"OX2  9",3893,1696,1361,79,219,440,42
"OX20 1",2107,800,634,31,185,342,51
"OX25 1",633,215,251,20,72,47,10
"OX25 2",871,186,333,8,58,86,180
"OX25 3",218,107,71,2,10,21,3
"OX25 4",524,202,194,10,29,66,6
"OX25 5",739,192,162,8,43,307,14
"OX25 6",440,171,171,1,16,68,7
"OX26 1",330,126,133,8,18,32,2
"OX26 2",3531,1101,1547,135,400,269,20
"OX26 3",2683,454,1487,18,190,478,31
"OX26 4",2246,557,1092,95,240,206,20
"OX26 5",490,216,197,3,24,43,5
"OX26 6",3937,881,1724,30,356,816,59
"OX27 0",390,118,157,15,41,46,3
"OX27 7",823,264,329,20,69,90,15
"OX27 8",1060,229,488,9,70,115,40
"OX27 9",236,77,91,1,5,41,4
"OX28 1",3097,872,1349,40,301,376,41
"OX28 2",367,152,129,4,39,34,1
"OX28 3",1326,395,580,32,153,128,15
"OX28 4",731,318,178,21,119,52,12
"OX28 5",3628,880,1536,29,653,405,40
"OX28 6",2272,665,646,47,392,390,31
"OX29 0",578,279,217,9,18,32,9
"OX29 4",2277,960,712,53,228,261,33
"OX29 5",546,222,179,14,35,72,5
"OX29 6",1008,449,357,13,75,80,11
"OX29 7",1425,600,548,21,93,111,16
"OX29 8",2604,1160,959,27,185,199,40
"OX29 9",952,376,356,16,84,81,11
"OX3  0",3555,1296,982,273,23,841,58
"OX3  7",4487,1065,879,438,546,1382,84
"OX3  8",4912,1367,1364,798,234,957,72
"OX3  9",3679,820,725,965,293,660,63
"OX33 1",3146,1425,1035,41,212,335,41
"OX39 4",2734,1182,1172,19,132,163,16
"OX4  1",4692,864,796,258,437,2103,119
"OX4  2",3818,743,1019,354,325,1111,81
"OX4  3",4678,1300,1422,451,112,1217,79
"OX4  4",5337,1234,1422,1246,376,822,50
"OX4  6",3005,471,632,1238,284,294,21
"OX4  7",2210,103,528,144,901,246,17
"OX44 7",2117,793,810,38,204,195,26
"OX44 9",1169,530,354,20,77,117,27
"OX49 5",1789,657,582,24,172,277,27
"OX5  1",4822,1683,1939,144,293,586,64
"OX5  2",3508,1697,1122,49,205,329,27
"OX5  3",1187,435,363,23,130,160,21
"OX7  3",2336,986,738,40,232,243,24
"OX7  4",579,222,174,10,48,87,10
"OX7  5",3478,1241,1089,103,462,432,54
"OX7  6",2602,1067,839,44,224,272,40
"OX7  7",816,292,319,16,58,87,8
"OX9  2",1484,660,434,28,188,116,18
"OX9  3",3698,1248,1619,37,278,428,39
"OX9  7",409,150,161,6,36,40,5
"PE1  1",399,72,34,44,65,150,16
"PE1  2",3457,760,812,115,373,1211,93
"PE1  3",5159,1081,1374,432,902,1174,72
"PE1  4",5962,1419,1676,743,973,1000,71
"PE1  5",3501,695,879,358,562,860,53
"PE10 0",4009,1291,1665,273,99,486,52
"PE10 9",5074,1964,1802,442,147,501,60
"PE11 1",3601,1262,1168,306,85,625,62
"PE11 2",5510,1731,1498,799,258,998,89
"PE11 3",5510,2078,2135,453,109,493,99
"PE11 4",3523,1552,1230,371,36,245,38
"PE12 0",2581,1119,919,289,33,154,29
"PE12 6",3854,1705,1348,360,48,280,41
"PE12 7",3619,1459,1115,362,106,443,46
"PE12 8",1867,793,688,121,20,168,36
"PE12 9",5003,2120,1457,530,165,567,72
"PE13 1",1364,400,341,37,195,348,23
"PE13 2",3657,1149,1046,107,590,642,48
"PE13 3",4476,1301,1235,243,762,788,62
"PE13 4",2755,1120,985,54,244,235,36
"PE13 5",2510,1124,837,82,192,198,34
"PE14 0",2331,929,814,65,204,235,30
"PE14 7",2316,996,899,39,153,150,39
"PE14 8",2191,916,798,58,171,172,30
"PE14 9",1739,705,608,31,163,162,27
"PE15 0",3647,1381,1493,53,190,392,58
"PE15 8",4521,1694,1545,45,321,780,59
"PE15 9",4589,1764,1375,91,591,635,40
"PE16 6",4537,1439,1803,65,385,698,69
"PE19 1",2913,897,1006,120,434,393,30
"PE19 2",4206,1057,1731,171,486,602,60
"PE19 5",2836,1093,1073,36,219,341,34
"PE19 6",3173,1081,1267,86,326,273,32
"PE19 7",2207,936,951,4,77,201,26
"PE19 8",3096,839,1229,137,454,358,48
"PE2  5",6302,1577,2029,482,1104,939,73
"PE2  6",1128,350,585,7,56,100,5
"PE2  7",1409,551,577,6,61,182,17
"PE2  8",5879,1708,1976,339,777,894,84
"PE2  9",4366,762,1689,206,416,1120,71
"PE20 1",2802,989,850,176,383,308,44
"PE20 2",1278,454,423,79,174,103,13
"PE20 3",1854,729,624,91,196,158,19
"PE21 0",4179,1255,1310,301,680,457,56
"PE21 6",1422,280,265,69,156,579,21
"PE21 7",3709,1402,1415,133,286,359,62
"PE21 8",5057,1134,1094,593,857,1201,66
"PE21 9",3835,1663,1159,94,243,563,43
"PE22 0",2489,1112,843,92,199,122,49
"PE22 7",1488,689,444,21,77,182,25
"PE22 8",1644,716,534,54,141,125,26
"PE22 9",1418,591,455,56,160,101,21
"PE23 4",1116,541,311,22,45,136,26
"PE23 5",2618,1067,692,84,232,432,57
"PE24 4",1759,675,459,96,196,225,49
"PE24 5",3693,1910,868,60,178,512,54
"PE25 1",3229,1407,609,95,291,681,48
"PE25 2",4123,1131,802,236,666,1131,70
"PE25 3",2490,811,665,64,202,661,43
"PE26 1",2459,745,791,98,315,417,45
"PE26 2",2442,807,1101,59,187,218,24
"PE27 3",3115,872,1447,35,207,465,39
"PE27 4",1007,424,446,11,47,64,7
"PE27 5",2474,830,699,38,308,526,33
"PE27 6",1904,778,735,44,123,180,20
"PE28 0",2204,851,887,31,135,233,27
"PE28 2",3711,1136,1362,75,355,543,167
"PE28 3",3851,1383,1757,55,245,323,42
"PE28 4",3431,1228,1251,53,276,376,176
"PE28 5",3011,995,1283,52,229,364,46
"PE28 9",2665,1195,956,37,201,217,24
"PE29 1",4718,1226,1728,309,862,459,51
"PE29 2",2879,818,1108,68,399,396,26
"PE29 3",1002,231,231,7,121,372,25
"PE29 6",2069,396,1004,6,150,396,52
"PE29 7",1362,232,418,95,355,202,20
"PE3  6",2367,927,713,27,183,430,44
"PE3  7",2413,387,625,424,554,356,33
"PE3  8",2728,634,900,217,414,496,40
"PE3  9",3895,1302,1219,195,599,483,47
"PE30 1",1021,210,131,45,202,376,24
"PE30 2",2814,512,710,330,656,471,59
"PE30 3",5794,2581,2352,41,226,462,60
"PE30 4",5152,1220,1741,337,915,739,64
"PE30 5",3437,782,759,216,742,795,69
"PE31 6",3712,1727,887,54,287,554,63
"PE31 7",3553,1941,779,53,303,345,38
"PE31 8",2268,1057,430,49,247,322,46
"PE32 1",3878,1701,1192,125,316,371,61
"PE32 2",2719,1067,697,108,366,339,47
"PE33 0",3255,1424,1175,36,165,338,53
"PE33 9",2963,1015,828,46,241,307,466
"PE34 3",2233,895,798,55,174,215,35
"PE34 4",3695,1546,1344,85,333,271,48
"PE36 5",1818,907,315,40,221,263,31
"PE36 6",1381,759,279,13,50,229,21
"PE37 7",3074,1356,685,104,428,382,48
"PE37 8",1538,675,386,31,232,161,21
"PE38 0",1945,728,641,80,182,220,39
"PE38 9",4637,2089,1207,107,414,672,52
"PE4  5",2518,632,1241,24,138,386,23
"PE4  6",4925,1738,1701,217,543,600,69
"PE4  7",4817,1134,1719,459,835,536,49
"PE5  7",675,271,219,15,36,85,6
"PE6  0",2753,959,1082,223,91,306,40
"PE6  7",3891,1409,1599,153,264,341,49
"PE6  8",5555,1979,2317,290,264,533,64
"PE6  9",2542,1080,1142,81,29,141,23
"PE7  0",69,1,2,10,36,7,0
"PE7  1",5561,2046,2072,81,468,750,68
"PE7  2",1162,398,542,18,45,114,17
"PE7  3",6531,2031,2822,202,572,704,85
"PE7  8",3903,316,1642,172,548,993,43
"PE8  4",2127,798,627,47,248,273,67
"PE8  5",1462,562,445,13,109,261,27
"PE8  6",3145,909,992,94,324,419,335
"PE9  1",4246,1216,1307,912,95,555,41
"PE9  2",4499,1726,1439,255,134,801,49
"PE9  3",2559,1047,779,62,271,289,41
"PE9  4",2460,951,981,78,108,250,33
"PL1  1",349,20,12,125,97,85,6
"PL1  2",1323,182,157,134,214,569,45
"PL1  3",2867,362,358,329,609,1070,70
"PL1  4",2638,232,342,705,794,440,30
"PL1  5",4228,525,752,413,893,1475,90
"PL10 1",1664,716,427,171,74,202,24
"PL11 2",3475,1184,1180,363,149,437,121
"PL11 3",1108,541,312,41,13,164,19
"PL12 4",4553,1663,1668,562,84,429,70
"PL12 5",1023,360,350,92,16,167,16
"PL12 6",3808,1479,1402,180,154,428,59
"PL13 1",1972,864,501,179,26,299,48
"PL13 2",2428,1136,611,242,54,273,49
"PL14 3",3587,1203,1038,446,149,602,73
"PL14 4",2442,883,683,257,124,398,41
"PL14 5",2441,1070,862,143,42,222,48
"PL14 6",1563,699,450,130,72,146,29
"PL15 7",2685,1278,711,108,113,356,47
"PL15 8",2990,1067,869,280,108,547,56
"PL15 9",2692,990,835,165,68,521,45
"PL16 0",717,300,238,28,30,94,10
"PL17 7",2520,976,737,186,117,387,35
"PL17 8",1757,829,576,32,74,168,28
"PL18 9",2122,926,661,163,52,229,31
"PL19 0",1285,521,377,15,42,276,20
"PL19 8",2677,1021,794,85,270,414,33
"PL19 9",3183,1561,931,104,207,273,26
"PL2  1",4754,863,1493,370,480,1369,109
"PL2  2",4208,851,1302,897,618,407,58
"PL2  3",4561,1447,1728,420,282,527,77
"PL20 6",2071,978,597,53,121,243,43
"PL20 7",2923,1262,938,95,264,250,67
"PL21 0",3838,1457,1527,35,282,399,61
"PL21 9",3259,1159,1301,59,240,387,35
"PL22 0",1626,732,405,58,90,267,24
"PL23 1",1668,756,374,119,100,258,24
"PL24 2",4224,1651,1365,135,367,547,87
"PL25 3",4679,2032,1526,76,316,542,68
"PL25 4",3762,1276,1085,160,448,617,72
"PL25 5",2458,937,676,66,254,440,46
"PL26 6",2258,1079,557,27,79,394,47
"PL26 7",3994,1699,1302,97,227,523,64
"PL26 8",4844,1643,1597,140,436,843,71
"PL27 6",2329,1070,564,188,68,312,51
"PL27 7",2937,1183,722,279,117,460,98
"PL28 8",1965,893,440,229,111,200,42
"PL29 3",479,223,91,64,27,39,13
"PL3  4",3986,1149,1547,117,125,920,71
"PL3  5",3751,1494,1575,19,153,394,73
"PL3  6",5212,1190,1916,520,817,560,88
"PL30 3",1510,780,388,89,27,157,24
"PL30 4",1127,613,267,57,25,122,15
"PL30 5",1786,920,480,69,63,173,33
"PL31 1",3455,1035,1093,541,193,494,55
"PL31 2",2791,856,787,383,141,519,56
"PL32 9",1779,765,463,137,78,242,37
"PL33 9",722,288,205,45,64,96,10
"PL34 0",817,423,179,35,7,141,11
"PL35 0",454,225,115,22,15,48,18
"PL4  0",1456,253,280,155,211,445,46
"PL4  6",2323,348,386,11,48,1447,58
"PL4  7",3576,646,919,159,148,1540,102
"PL4  8",3759,491,630,82,417,1963,104
"PL4  9",3537,659,938,82,399,1261,109
"PL5  1",5157,1214,1690,391,1211,534,59
"PL5  2",4246,1118,1286,885,496,293,58
"PL5  3",4828,1098,1391,971,617,549,77
"PL5  4",4153,892,1360,893,462,404,61
"PL6  5",5477,2094,2028,207,461,346,271
"PL6  6",4034,1293,1263,645,426,313,38
"PL6  7",3459,1303,1372,60,96,398,146
"PL6  8",4166,1130,1484,428,686,289,84
"PL7  1",3732,1364,1514,111,369,267,49
"PL7  2",4437,1445,2007,29,146,560,172
"PL7  4",3717,1701,1524,44,113,250,30
"PL7  5",1047,330,431,17,81,143,16
"PL8  1",1118,557,264,9,66,168,15
"PL8  2",1454,621,392,36,185,154,18
"PL9  0",1285,777,372,2,27,77,16
"PL9  7",2169,829,895,42,62,226,77
"PL9  8",3452,1852,1073,68,139,190,83
"PL9  9",5124,2076,1833,94,137,590,278
"PO1  1",2016,97,145,941,492,256,19
"PO1  2",1400,553,300,40,71,300,105
"PO1  3",2635,266,331,770,266,759,46
"PO1  4",2180,118,184,1304,313,169,22
"PO1  5",4177,741,1495,271,265,1202,112
"PO10 7",4329,2115,1164,43,391,459,83
"PO10 8",3640,1529,1029,79,344,373,202
"PO11 0",3497,1621,1084,35,266,389,51
"PO11 9",4462,2111,1351,46,263,574,64
"PO12 1",4258,926,1109,702,346,959,75
"PO12 2",4183,1971,1505,54,136,353,131
"PO12 3",5394,1544,2074,434,276,808,161
"PO12 4",7336,1826,3023,620,466,1059,159
"PO13 0",6788,1968,2420,1320,394,412,156
"PO13 8",2778,605,1230,26,581,215,42
"PO13 9",4693,1573,1341,141,319,700,547
"PO14 1",3289,1087,1273,470,101,258,44
"PO14 2",3359,1697,1044,221,46,190,116
"PO14 3",3510,1516,1451,27,73,255,145
"PO14 4",3400,1105,1458,227,130,349,41
"PO15 5",3243,1545,1207,10,131,236,58
"PO15 6",3416,1055,1377,474,196,220,33
"PO15 7",2730,430,1697,20,55,456,39
"PO16 0",2515,766,933,164,173,392,37
"PO16 7",3194,1445,1182,57,112,326,24
"PO16 8",4550,2031,1927,162,52,300,40
"PO16 9",3752,1627,1508,252,54,229,41
"PO17 5",2013,574,667,199,109,338,15
"PO17 6",674,222,178,32,22,130,73
"PO18 0",2006,652,484,64,355,276,58
"PO18 8",2854,1325,858,34,227,311,44
"PO18 9",728,367,169,5,26,101,25
"PO19 1",823,319,98,17,66,245,25
"PO19 3",2887,1185,668,120,465,340,38
"PO19 5",1095,706,270,5,15,74,12
"PO19 6",2923,806,527,105,725,515,147
"PO19 7",3666,972,833,104,779,838,65
"PO19 8",2401,914,705,66,365,281,26
"PO2  0",5208,1657,2250,78,162,900,94
"PO2  7",5285,845,1758,911,389,1155,89
"PO2  8",3515,757,1353,311,216,740,72
"PO2  9",3350,763,1194,232,302,625,174
"PO20 0",3942,1922,1111,30,362,408,39
"PO20 1",1049,381,325,41,184,73,15
"PO20 2",1499,413,481,41,278,199,22
"PO20 3",1790,733,756,76,44,134,23
"PO20 7",1501,759,443,22,79,134,16
"PO20 8",3435,1729,838,23,255,444,44
"PO20 9",921,462,308,1,7,113,15
"PO21 1",2810,656,429,129,169,1290,57
"PO21 2",4239,1235,1163,118,240,1337,74
"PO21 3",3694,2037,1154,68,73,269,41
"PO21 4",3518,2053,970,12,191,223,27
"PO21 5",3714,1318,1284,381,206,402,36
"PO22 0",1577,637,609,114,27,144,14
"PO22 6",2670,1223,933,131,27,286,28
"PO22 7",2614,1530,759,5,28,251,14
"PO22 8",2447,1140,799,60,141,245,31
"PO22 9",3280,1103,1140,389,131,400,37
"PO3  5",3174,989,1390,37,140,524,57
"PO3  6",4638,1484,1993,217,229,524,78
"PO30 1",3087,1032,889,58,438,562,58
"PO30 2",2321,781,681,64,463,266,31
"PO30 3",970,470,302,4,67,94,14
"PO30 4",1431,807,369,1,102,88,31
"PO30 5",4495,1346,1710,73,444,785,85
"PO31 7",3831,1173,1379,23,317,813,62
"PO31 8",2640,1431,778,5,79,261,39
"PO32 6",3561,1291,1104,48,479,517,53
"PO33 1",3910,1354,1034,57,545,802,48
"PO33 2",3679,940,1003,40,262,1301,75
"PO33 3",4040,1724,1382,40,336,445,57
"PO33 4",2305,1178,641,7,110,250,38
"PO34 5",1075,676,241,3,20,100,9
"PO35 5",1703,1006,373,4,93,162,27
"PO36 0",2042,948,695,13,162,157,30
"PO36 8",2314,851,677,11,132,531,61
"PO36 9",3107,1252,859,36,456,376,42
"PO37 6",1560,718,350,7,60,373,28
"PO37 7",2520,1017,691,25,279,433,42
"PO38 1",2846,1222,653,22,326,530,43
"PO38 2",1227,634,321,11,105,116,13
"PO38 3",1684,775,523,14,197,133,23
"PO39 0",1173,594,287,5,69,176,25
"PO4  0",5611,1244,1444,106,197,2392,140
"PO4  8",5889,1829,2197,230,331,1071,117
"PO4  9",6691,1804,2162,108,308,1949,250
"PO40 9",2593,1336,550,24,319,279,30
"PO41 0",971,535,234,3,65,113,12
"PO5  1",3934,659,763,221,362,1711,101
"PO5  2",3585,703,864,36,194,1608,97
"PO5  3",2793,526,522,72,324,1207,69
"PO5  4",2942,224,196,1683,268,457,35
"PO6  1",3457,1466,1313,87,56,344,150
"PO6  2",4508,1837,1879,207,170,324,32
"PO6  3",3949,909,1088,1148,261,381,78
"PO6  4",4398,1065,1407,991,294,445,117
"PO7  4",494,224,152,23,13,49,11
"PO7  5",4545,1719,2060,78,284,296,39
"PO7  6",4269,1775,1654,189,312,227,43
"PO7  7",3761,1373,1271,104,685,251,28
"PO7  8",3842,871,1531,385,363,601,47
"PO8  0",3920,1595,1731,22,185,300,26
"PO8  8",3899,1714,1599,74,209,234,25
"PO8  9",6073,2162,2261,724,473,318,42
"PO9  1",2502,971,748,35,241,434,43
"PO9  2",4357,1366,1493,543,586,267,34
"PO9  3",4049,1503,1525,434,263,228,44
"PO9  4",3928,676,1078,1409,387,244,51
"PO9  5",3961,658,1037,1387,360,359,48
"PO9  6",1275,572,399,20,87,152,19
"PR1  0",3921,1912,1736,2,37,171,27
"PR1  1",1473,121,106,140,736,307,15
"PR1  2",483,16,19,19,117,289,8
"PR1  3",1741,228,156,37,434,782,35
"PR1  4",3442,912,774,208,770,669,45
"PR1  5",3636,746,968,261,689,824,69
"PR1  6",3933,1123,1181,184,560,736,68
"PR1  7",2375,376,484,65,521,818,68
"PR1  8",2605,510,584,34,360,1003,48
"PR1  9",5427,1767,2075,60,863,496,52
"PR2  1",6356,1907,2501,257,870,649,69
"PR2  2",3825,896,1356,41,287,1123,74
"PR2  3",6568,2512,2365,169,611,690,67
"PR2  5",1112,428,528,5,10,100,13
"PR2  6",6337,1326,2067,762,1511,404,63
"PR2  7",1818,431,518,28,671,138,15
"PR2  8",2911,1121,884,28,413,351,59
"PR2  9",4522,1710,2122,5,148,398,54
"PR25 1",3627,1001,1260,103,903,261,49
"PR25 2",2303,634,795,54,540,224,28
"PR25 3",2788,1048,1251,11,103,326,26
"PR25 4",2601,1025,1128,13,176,211,21
"PR25 5",1776,740,782,2,144,81,12
"PR26 6",1119,407,566,1,73,55,6
"PR26 7",2620,715,1157,21,539,148,14
"PR26 8",332,132,150,3,9,24,3
"PR26 9",1504,614,591,37,76,137,19
"PR3  0",2927,1391,946,10,164,296,41
"PR3  1",4541,2294,1358,27,228,467,49
"PR3  2",2163,1108,738,14,41,184,34
"PR3  3",3819,1561,1379,59,223,478,68
"PR3  5",1239,666,434,9,34,59,14
"PR3  6",1043,528,371,8,34,63,20
"PR4  0",2782,1026,1360,29,103,186,30
"PR4  1",4227,1786,1469,127,303,400,83
"PR4  2",3546,1432,1307,73,217,401,52
"PR4  3",3393,1194,1379,51,262,292,136
"PR4  4",2470,1183,1004,5,81,141,23
"PR4  5",3535,1800,1312,3,108,216,33
"PR4  6",3981,1760,1666,146,23,279,48
"PR5  0",2353,1126,900,9,124,149,16
"PR5  4",4754,1906,2187,15,156,401,42
"PR5  5",4270,1539,2019,14,235,359,59
"PR5  6",3917,1198,1523,38,522,511,62
"PR5  8",2217,404,632,47,948,147,23
"PR6  0",4475,1266,1589,242,679,524,81
"PR6  7",4299,1495,2029,76,339,270,39
"PR6  8",2811,1261,1110,30,141,193,27
"PR6  9",3224,1378,1318,84,96,263,33
"PR7  1",3059,1093,857,40,636,350,37
"PR7  2",4247,1237,1574,244,444,610,58
"PR7  3",3671,1117,1514,229,372,330,54
"PR7  4",2911,1068,1239,108,178,252,28
"PR7  5",4414,1836,1734,173,203,342,42
"PR7  6",3609,1530,1635,50,112,199,36
"PR7  7",1812,177,1028,6,91,452,21
"PR8  1",1600,435,275,4,101,702,31
"PR8  2",4088,2209,1109,6,173,491,46
"PR8  3",5263,2325,1859,164,378,387,50
"PR8  4",4610,1757,1895,34,190,604,67
"PR8  5",2592,888,1062,14,56,499,49
"PR8  6",4868,1536,1967,19,353,812,75
"PR9  0",3759,892,658,9,303,1688,70
"PR9  7",4668,1685,1858,56,291,649,71
"PR9  8",4419,1986,1660,99,147,384,71
"PR9  9",6726,3071,1993,78,464,934,80
"RG1  1",245,5,22,3,14,176,3
"RG1  2",1749,143,477,107,91,844,27
"RG1  3",2821,319,750,291,285,1029,51
"RG1  4",1386,136,315,58,103,686,26
"RG1  5",3324,661,740,30,120,1650,71
"RG1  6",3927,756,1056,499,383,1088,45
"RG1  7",3488,326,691,128,282,1855,60
"RG1  8",1163,160,323,27,110,487,23
"RG10 0",2315,829,1003,55,58,289,32
"RG10 8",1512,630,546,95,63,144,12
"RG10 9",3603,1366,1420,250,111,361,32
"RG12 0",3241,394,1607,259,356,523,37
"RG12 2",2304,537,789,209,425,248,23
"RG12 7",7398,1525,3082,655,1107,808,103
"RG12 8",4288,870,2079,353,564,297,42
"RG12 9",4570,867,1605,353,983,580,56
"RG14 1",3021,859,817,54,653,514,44
"RG14 2",3399,840,1243,64,612,476,46
"RG14 3",288,109,49,3,57,43,10
"RG14 5",2143,435,664,26,332,607,37
"RG14 6",3485,1372,1334,30,364,317,26
"RG14 7",4039,1077,1384,55,728,622,55
"RG17 0",2758,888,900,30,360,459,45
"RG17 7",1046,332,354,8,138,144,23
"RG17 8",1370,370,416,21,299,156,43
"RG17 9",1396,467,491,12,192,168,13
"RG18 0",469,108,121,4,74,115,9
"RG18 3",2619,861,1077,22,379,206,28
"RG18 4",1779,341,845,38,337,195,9
"RG18 9",2100,725,841,4,111,201,131
"RG19 3",3033,753,1451,27,355,347,34
"RG19 4",2890,747,1378,27,291,330,32
"RG19 8",1199,375,441,10,194,86,14
